MSSV,Tin học,Nhập môn Công nghệ thông tin,Pháp luật,Giáo dục quốc phòng,Kỹ năng học tập,Giáo dục thể chất - Vovinam,Tiếng Anh 1.1,Tiếng Anh 1.2,Tiếng Anh 2.1,Tiếng Anh 2.2,Nhập môn lập trình,Xây dựng trang Web,Cơ sở dữ liệu,Lập trình PHP cơ bản,Lập trình cơ sở với JavaScript,Chính trị,Thiết kế Web với HTML5 & CSS3,Dự án mẫu (TKTW),Lập trình PHP 1,Thiết kế UI/UX,Kỹ năng phát triển bản thân,Lập trình Javascript nâng cao,Quản trị website,Lập trình ECMAScript,Dự án 1 (TKTW),Marketing trên Internet,NodeJS & Restful Web Service,Lập trình TypeScript,Lập trình Front-End Framework 1,Lập trình Front-End Framework 2,Khởi sự doanh nghiệp,Kỹ năng làm việc,Thực tập tốt nghiệp (TKTW),Dự án tốt nghiệp,,attendance_rate,assignment_avg,quiz_avg,late_submission,missed_deadlines
PS38935,7.2,8.4,6.3,6.5,7.4,8.5,6.2,6.4,,,6.5,7.0,7.4,5.7,5.8,8.2,7.5,5.0,5.6,8.0,7.0,6.0,7.7,6.2,6.4,6.9,5.4,6.3,6.1,6.4,6.5,6.0,1.0,6.9,,0.77,6.3,6.7,1,1
PS38936,7.2,8.9,6.0,6.2,8.2,8.5,6.8,6.4,7.4,1.8,6.5,6.8,7.5,6.7,5.9,7.0,5.5,5.6,6.0,3.5,7.2,,7.8,,,3.5,,,,,,,,,,0.76,6.1,5.7,3,0
PS38952,9.0,8.6,8.2,6.5,6.9,8.8,7.1,7.2,7.6,6.8,8.0,7.1,7.6,6.9,7.5,9.5,7.7,5.5,7.2,6.8,7.0,6.0,6.8,,6.6,5.8,,,,,6.5,7.0,1.0,,,0.73,5.2,5.8,3,1
PS38959,8.9,8.8,6.7,6.8,8.1,8.4,7.1,7.6,6.8,6.9,7.9,7.7,8.0,8.8,7.6,8.8,7.5,7.1,6.4,8.9,7.2,8.0,6.8,6.8,6.3,6.3,6.5,8.1,9.1,8.4,6.5,7.2,1.0,7.3,,0.70,5.3,6.1,2,1
PS38963,9.9,9.8,6.7,7.5,8.5,8.3,8.4,9.0,8.3,8.1,8.3,9.7,8.2,7.5,8.3,7.7,9.4,9.0,7.5,9.3,8.5,1.0,9.7,8.2,7.8,9.6,8.7,9.5,8.7,9.6,8.0,8.2,1.0,8.7,,0.92,9.4,8.7,0,0
PS38964,9.0,9.6,7.5,7.3,8.1,8.3,7.4,7.4,8.0,7.6,7.9,9.2,7.9,9.0,8.9,9.5,9.0,6.5,9.2,9.4,7.5,1.0,8.8,8.7,7.9,9.2,8.9,8.9,9.6,9.7,7.3,8.4,1.0,8.8,,0.99,7.8,8.3,1,0
PS38972,8.4,8.9,7.0,6.8,8.3,8.2,7.0,7.8,7.7,7.1,8.1,9.5,8.3,8.3,7.5,9.3,9.0,6.6,7.2,8.5,7.7,8.0,7.8,,6.4,9.5,,,,,6.9,8.1,1.0,,,0.73,6.2,5.1,3,0
PS38973,1.0,9.3,6.3,7.0,8.0,7.5,7.9,8.5,8.7,7.5,8.8,9.6,8.4,8.4,8.1,7.3,9.3,7.0,8.6,9.0,7.0,9.5,8.5,,8.0,7.5,,,,,7.2,7.0,1.0,,,0.78,6.5,7.3,3,1
PS38974,8.5,8.0,8.2,8.5,8.6,8.2,8.2,7.3,7.7,7.4,7.7,9.1,9.7,9.6,9.2,9.8,6.8,7.5,8.7,7.5,7.9,6.0,8.5,8.0,8.0,8.1,6.8,6.8,7.6,7.1,8.8,8.1,1.0,8.0,,0.80,6.1,7.3,1,1
PS38982,8.5,8.0,8.2,8.5,8.6,8.2,8.2,7.3,7.7,7.4,7.7,9.1,9.7,9.6,9.2,9.8,6.8,7.5,8.7,7.5,7.9,6.0,8.5,8.0,8.0,8.1,6.8,6.8,7.6,7.1,8.8,8.1,1.0,8.0,,0.73,6.4,7.0,2,1
PS38985,8.3,8.2,6.5,8.2,8.4,7.2,6.7,5.5,6.2,,6.5,7.8,7.8,7.0,7.0,7.3,7.0,5.5,6.1,,,6.7,,,7.9,6.9,9.0,7.2,7.0,7.1,7.0,5.8,,,,0.77,6.8,5.3,2,1
PS38989,9.0,8.3,6.0,9.2,7.7,8.0,8.1,8.0,7.0,7.1,9.6,9.2,9.6,7.9,8.5,9.5,8.6,8.8,8.2,7.5,7.8,1.0,7.6,,7.8,8.6,,,,,7.6,7.6,1.0,,,0.85,6.8,5.0,3,1
PS39050,9.6,7.4,7.2,7.3,8.0,8.2,7.6,6.5,7.8,7.4,8.1,8.1,7.9,6.9,7.1,8.3,8.7,7.6,6.6,6.3,6.9,6.0,6.6,6.5,6.5,6.2,5.9,7.3,6.6,7.4,6.6,7.6,1.0,9.0,,0.82,5.7,5.1,3,0
PS39061,1.0,8.9,9.5,8.0,8.1,8.7,7.6,7.6,8.2,7.7,9.3,1.0,9.7,8.8,8.4,8.2,9.8,9.4,6.8,8.3,7.4,8.0,9.3,6.6,6.7,9.1,8.3,9.2,6.6,8.4,8.5,7.9,1.0,8.4,,0.70,6.3,5.2,3,1
PS39076,8.5,8.9,9.0,8.2,7.6,8.1,8.6,7.7,8.0,9.0,8.6,8.0,9.8,8.7,8.4,9.2,6.8,8.8,7.6,8.6,7.9,8.0,9.2,,8.6,8.1,,,,,9.4,7.9,1.0,,,0.89,7.7,8.0,1,0
PS39077,9.8,8.9,7.5,8.8,7.6,7.7,*,*,*,7.8,9.1,8.1,8.5,8.5,8.1,8.3,7.8,6.8,7.3,8.1,8.0,9.8,7.2,,7.9,7.8,,,,,6.9,7.7,1.0,,,0.70,6.0,7.5,2,1
PS39079,6.8,8.0,8.3,6.8,7.2,8.5,6.9,6.8,6.6,7.0,8.4,6.9,7.5,9.3,8.5,8.8,1.0,9.5,8.8,7.8,5.9,8.9,8.3,,8.2,9.1,,,,,6.7,7.5,1.0,,,0.76,7.1,7.3,3,1
PS39083,9.0,8.2,8.7,5.7,6.6,8.2,8.2,7.9,7.0,7.6,8.1,7.6,7.8,9.3,8.6,9.0,9.0,8.8,8.1,8.4,5.6,1.0,9.3,,8.0,9.1,,,,,8.0,7.5,1.0,,,0.76,7.2,6.1,1,0
PS39093,9.3,8.7,8.2,8.2,8.1,8.3,8.5,8.4,7.3,7.5,8.8,8.3,8.6,9.7,9.3,9.3,1.0,1.0,9.2,8.6,8.1,1.0,9.1,,8.6,9.3,,,,,9.0,7.9,1.0,,,0.68,5.2,5.3,2,0
PS39101,7.2,8.7,8.0,6.3,7.2,6.5,7.0,7.0,7.1,7.1,7.1,7.1,7.4,7.5,7.8,8.3,9.5,5.6,5.4,6.4,8.0,5.9,7.5,7.8,6.8,9.1,6.9,6.3,8.0,7.4,7.6,7.0,1.0,7.7,,0.78,5.2,5.9,3,0
PS39104,8.0,9.0,9.0,7.5,6.9,7.2,8.0,7.6,8.4,7.6,8.2,8.0,9.2,9.1,9.2,9.7,9.5,1.0,9.4,8.4,7.7,1.0,9.2,,8.6,9.2,,,,,6.8,7.9,1.0,,,0.70,5.4,6.7,3,1
PS39109,7.0,8.6,8.8,7.3,6.7,7.4,7.9,7.4,7.4,7.5,9.0,9.3,9.2,9.9,9.3,1.0,1.0,1.0,9.6,8.4,8.0,1.0,9.6,,8.6,8.0,,,,,9.4,7.9,1.0,,,0.78,5.7,6.4,3,1
PS39112,8.4,8.3,7.5,*,7.8,8.6,6.6,7.7,7.3,7.6,9.2,8.7,9.2,8.8,8.2,9.0,8.9,8.8,6.7,7.0,7.3,6.0,6.1,6.8,6.8,7.0,6.3,8.8,8.4,8.5,7.7,7.9,1.0,7.7,,0.74,5.3,6.7,2,0
PS39127,5.5,6.5,8.0,6.5,6.5,6.7,7.4,6.4,5.5,5.7,7.6,7.0,7.5,7.0,6.5,8.8,8.5,6.3,7.1,6.7,6.2,6.7,5.9,7.8,6.8,8.6,6.7,6.1,7.5,6.7,7.5,6.5,1.0,7.1,,0.76,6.3,5.6,1,1
PS39144,8.0,8.7,8.7,7.7,7.4,8.2,8.0,7.8,7.3,7.1,8.2,9.0,7.4,9.5,9.0,9.0,9.5,8.0,7.4,8.0,7.0,1.0,7.6,,8.1,9.0,,,,,8.1,7.6,1.0,,,0.83,7.2,5.9,3,1
PS39163,9.5,8.7,7.7,8.2,7.5,7.2,7.6,8.0,8.3,7.8,7.9,9.2,8.6,9.3,9.5,9.0,9.0,1.0,9.3,8.8,8.5,1.0,8.9,,8.3,8.8,,,,,8.8,7.9,1.0,,,0.65,5.3,6.3,3,0
PS39189,7.8,7.7,8.2,7.0,6.8,7.1,7.5,6.6,6.6,6.9,6.7,7.3,7.0,5.8,6.3,8.7,8.5,5.5,5.6,6.0,6.7,7.0,6.1,5.7,5.8,7.3,6.1,6.1,8.1,7.3,6.9,6.2,1.0,7.9,,0.84,6.0,7.1,1,0
PS39242,9.0,8.4,9.0,9.2,7.2,8.1,7.9,8.2,7.4,7.5,7.5,8.9,8.3,7.2,8.0,9.2,5.5,8.0,9.3,9.0,8.5,8.0,9.6,,7.2,8.0,,,,,7.7,8.2,1.0,,,0.67,6.1,5.4,3,0
PS39278,1.0,8.8,6.8,8.8,7.5,8.6,8.1,7.5,7.8,7.5,9.6,9.1,8.9,8.7,8.8,7.7,8.2,9.0,7.7,9.2,7.9,9.0,8.1,8.1,7.2,8.4,8.4,8.8,9.6,8.8,6.9,8.3,1.0,8.6,,0.81,5.7,6.6,1,1
PS39286,7.5,7.8,8.7,8.7,6.2,6.5,7.5,7.2,6.9,7.4,8.8,7.9,8.2,7.3,7.2,9.5,7.5,7.0,8.9,7.3,8.3,1.0,6.4,,6.8,7.5,,,,,7.8,7.3,1.0,,,0.68,5.0,6.9,2,1
PS39311,9.2,8.2,8.3,8.7,6.5,8.2,6.9,7.4,7.8,7.6,8.0,8.1,8.0,8.2,8.4,9.2,9.0,7.0,8.9,9.1,8.0,8.0,9.1,7.7,7.9,9.3,8.0,7.6,9.6,8.1,7.4,7.5,1.0,8.7,,0.81,6.6,6.7,2,0
PS39334,6.8,8.1,8.7,7.3,8.2,7.3,7.4,5.4,6.7,6.5,7.8,8.7,6.2,7.2,7.6,8.8,9.3,8.0,8.9,8.5,8.0,6.0,5.9,6.3,7.7,7.8,5.9,6.3,5.5,8.4,6.6,6.8,,0.5,,0.73,7.0,6.3,3,1
PS39335,8.8,9.1,7.7,7.5,7.0,7.7,7.8,7.5,6.6,6.9,7.9,9.1,9.8,8.3,7.5,1.0,9.3,7.5,1.0,8.6,8.4,6.0,9.2,9.3,7.9,8.2,8.4,8.3,8.7,9.7,7.2,7.1,1.0,8.9,,0.72,7.2,6.7,2,1
PS39337,7.8,8.7,8.0,8.7,6.2,8.1,7.6,7.3,7.0,6.5,7.1,8.6,8.3,7.7,8.3,1.0,6.5,6.5,9.5,8.5,8.2,6.0,7.9,8.6,7.4,8.0,7.2,6.7,7.6,9.4,6.6,6.8,1.0,8.3,,0.68,6.0,6.3,1,1
PS39352,5.9,8.3,7.7,7.3,7.1,8.2,7.3,8.0,8.0,7.9,7.9,8.5,8.2,8.8,8.4,9.2,5.5,7.4,8.2,8.4,7.1,7.0,6.7,,7.0,8.1,,,,,7.4,8.4,1.0,,,0.71,6.0,7.2,3,1
PS39361,1.0,8.8,8.0,6.2,5.5,8.4,6.7,5.9,6.8,6.3,8.8,8.1,8.9,6.9,8.4,8.8,7.6,8.0,8.0,6.7,7.4,7.5,9.4,,5.1,6.3,,,,,6.5,6.8,1.0,,,0.78,5.8,7.4,3,1
PS39388,6.3,8.0,7.5,7.8,5.7,8.2,6.5,7.5,5.7,,7.0,7.9,6.0,7.4,6.9,8.8,5.0,6.6,6.3,5.9,5.6,5.4,6.8,,5.3,7.2,,,,,5.9,7.0,1.0,,,0.66,6.0,5.8,3,1
PS39417,6.0,7.7,7.8,6.5,6.0,7.1,6.4,6.6,,,8.1,6.0,7.7,7.7,6.0,9.3,7.5,6.5,6.0,6.0,6.3,6.0,5.6,5.6,6.7,6.2,5.2,7.5,6.4,7.5,6.4,6.8,1.0,1.8,,0.74,6.1,7.2,3,0
PS39500,8.0,7.2,8.7,7.3,6.9,8.6,8.2,8.0,7.9,7.7,8.2,8.2,7.6,8.0,7.6,9.3,6.0,7.2,7.6,8.7,8.1,7.4,7.5,,7.0,8.2,,,,,6.8,7.8,1.0,,,0.85,5.7,5.8,2,1
PS39587,9.0,8.4,6.8,5.3,7.0,8.2,6.3,6.3,6.9,6.8,8.3,7.9,8.4,5.4,7.8,7.7,5.2,7.2,6.2,7.5,7.6,7.0,6.5,,6.1,8.1,,,,,6.3,6.9,1.0,,,0.84,7.0,5.1,1,1
PS39595,9.0,8.1,7.2,8.2,6.9,8.1,6.5,6.0,7.0,6.6,7.9,8.3,8.4,6.5,7.8,8.5,7.3,6.9,6.2,7.5,7.6,7.7,7.5,,6.4,7.7,,,,,6.4,7.2,1.0,,,0.73,7.4,5.4,1,0
PS39636,7.5,8.5,7.3,8.2,7.4,8.5,7.4,6.6,3.0,,8.4,6.7,8.1,7.1,7.1,5.8,8.5,0.5,3.1,3.0,0.7,6.0,4.5,2.3,0.5,1.1,3.5,3.1,,3.1,6.2,,,,,0.68,6.0,6.8,3,1
PS39640,1.0,7.2,6.0,8.0,7.3,7.7,,,,,7.1,6.8,8.7,5.8,6.3,8.3,6.0,0.3,2.4,6.7,1.5,7.8,,,6.1,6.4,,,,,1.0,1.3,,,,0.84,6.9,5.2,3,0
PS39697,8.0,8.0,7.8,8.5,7.3,8.1,7.2,6.0,7.9,7.1,7.6,6.9,7.3,6.6,6.4,8.7,5.5,5.3,6.1,7.0,7.7,6.0,7.1,6.3,5.9,7.7,7.4,7.4,8.4,6.5,7.0,5.6,1.0,7.0,,0.73,5.6,7.1,3,1
PS39705,1.0,8.3,6.3,7.0,7.7,8.6,6.5,7.4,5.8,6.3,8.4,8.9,9.1,5.5,7.9,7.0,5.6,5.7,5.7,7.8,7.9,6.0,7.8,,5.5,6.2,,,,,5.8,6.5,1.0,,,0.72,5.1,7.3,2,1
PS39830,8.5,7.6,6.8,7.7,7.7,6.8,8.3,7.3,5.9,6.8,8.0,8.1,9.7,5.6,7.3,8.0,8.9,8.5,,6.5,7.4,7.0,5.6,,5.8,7.3,7.3,5.3,6.6,6.4,8.0,7.5,,,,0.70,7.1,5.1,1,1
PS39861,1.0,9.5,7.8,8.7,7.8,8.0,8.2,8.3,8.0,7.3,8.9,9.6,9.6,8.8,8.8,9.2,1.0,9.3,8.6,7.8,7.8,1.0,7.9,,7.1,8.1,,,,,7.3,8.0,1.0,,,0.83,5.5,6.8,2,0
PS39900,8.5,8.6,8.3,7.3,7.1,8.0,7.9,8.0,8.9,6.8,8.0,9.3,9.6,8.5,9.0,9.7,8.6,9.4,8.3,7.6,7.6,7.9,7.9,,5.8,8.0,,,,,6.2,7.3,1.0,,,0.69,5.4,5.0,2,1
PS39913,9.5,9.1,7.7,8.2,8.2,8.4,7.9,7.7,8.6,7.9,9.5,9.0,9.4,9.3,9.2,9.3,8.5,9.0,9.1,7.9,8.5,8.0,8.6,,7.5,8.2,,,,,6.8,7.9,1.0,,,0.92,8.4,7.7,0,0
PS40037,7.4,8.6,7.3,6.3,6.6,7.7,6.7,6.0,7.0,6.2,7.3,7.5,6.7,6.8,6.5,8.5,6.0,7.0,5.6,6.9,5.9,6.4,5.5,5.3,5.8,7.0,5.4,5.9,5.3,5.8,5.7,6.3,1.0,6.5,,0.38,7.5,5.7,3,0
PS40061,9.0,9.3,7.3,7.8,7.8,7.8,6.9,7.0,7.8,6.6,8.7,9.4,9.6,7.1,8.2,9.7,9.0,6.3,7.7,8.1,8.0,8.0,8.7,,6.9,9.4,,,,,7.9,5.7,1.0,,,0.83,5.9,6.7,2,1
PS40063,9.0,8.7,9.0,8.3,6.3,7.8,6.9,7.3,7.4,7.9,7.5,9.3,9.2,7.6,8.5,8.2,7.0,8.5,8.3,8.6,7.1,7.0,8.8,,6.7,8.2,,,,,7.2,5.8,1.0,,,0.74,6.5,6.6,1,1
PS40077,9.0,9.1,6.2,7.2,5.7,7.4,7.5,8.5,7.3,7.7,9.1,7.9,8.9,7.1,7.8,7.8,6.3,8.0,5.6,7.1,7.3,6.0,6.6,,6.5,7.3,,,,,6.6,6.9,1.0,,,0.68,6.0,5.5,1,1
PS40087,9.0,9.1,7.8,8.2,6.3,7.1,6.4,7.4,7.5,6.4,8.0,7.7,8.2,7.1,7.8,9.2,7.0,8.2,7.3,6.6,7.6,5.8,6.0,,6.3,6.9,,,,,6.4,6.7,1.0,,,0.76,7.1,7.1,2,1
PS40105,9.0,8.7,6.8,5.8,7.0,8.0,7.2,6.5,6.8,6.8,9.1,8.5,8.1,7.7,8.3,8.8,6.2,7.5,6.6,7.5,7.3,8.0,6.8,,6.9,9.1,,,,,7.0,7.8,1.0,,,0.77,6.2,6.5,3,0
PS40153,3.5,8.1,6.8,6.8,6.5,8.4,6.6,8.3,7.8,6.6,5.4,7.2,7.0,5.8,7.5,7.5,5.3,6.7,5.0,5.0,6.2,6.5,6.7,5.6,6.0,7.2,5.1,5.0,5.3,5.3,7.4,,,6.3,,0.68,7.2,7.4,1,0
PS40163,3.5,8.1,6.8,6.8,6.5,8.4,6.6,8.3,7.8,6.6,5.4,7.2,7.0,5.8,7.5,7.5,5.3,6.7,5.0,5.0,6.2,6.5,6.7,5.6,6.0,7.2,5.1,5.0,5.3,5.3,7.4,,,6.3,,0.79,6.1,5.8,2,0
PS40174,9.5,8.7,6.2,5.8,6.5,8.4,7.1,7.0,6.5,7.9,6.9,8.2,7.9,7.8,8.5,8.2,5.8,8.0,7.1,8.6,5.7,8.0,7.5,8.3,7.6,7.7,7.4,7.7,8.3,7.8,7.3,7.7,1.0,8.8,,0.69,7.1,5.4,3,0
PS40202,6.0,9.0,7.5,6.7,7.5,8.2,8.7,8.4,8.0,7.3,6.6,8.1,7.9,6.9,7.3,8.2,5.8,8.0,5.9,6.7,6.5,7.0,6.4,6.5,7.4,7.7,5.4,5.4,5.6,5.8,7.3,7.8,1.0,6.7,,0.67,7.1,5.2,1,1
PS40208,9.0,9.4,7.8,8.7,7.2,8.7,8.1,7.9,7.3,6.8,8.8,7.9,8.1,7.2,8.1,8.7,6.0,9.5,6.6,7.3,7.2,7.0,7.2,,6.7,9.1,,,,,6.9,7.5,1.0,,,0.75,5.9,6.1,1,0
PS40210,9.3,8.7,7.2,6.0,7.6,8.0,7.5,7.2,7.1,7.3,7.5,9.3,8.0,7.7,9.3,8.0,6.3,8.5,6.4,7.5,7.7,7.1,7.6,7.2,7.4,8.3,6.7,6.2,8.8,8.0,7.4,8.3,1.0,8.3,,0.82,6.3,6.4,3,1
PS40212,8.5,8.7,6.7,7.7,8.3,8.2,*,*,7.8,5.8,7.6,8.4,7.7,7.5,8.2,8.0,5.8,9.0,6.2,8.1,7.6,9.5,7.7,7.0,7.7,7.4,7.7,6.5,9.4,8.3,7.7,8.4,1.0,8.4,,0.69,6.7,7.2,3,1
PS40220,5.5,7.8,6.8,5.8,6.3,8.6,6.6,6.8,7.7,6.4,6.1,7.7,6.7,5.9,6.0,8.3,5.5,7.0,6.8,5.6,6.6,6.0,6.1,5.7,5.8,7.6,5.4,5.3,5.6,6.8,7.3,7.7,1.0,6.7,,0.72,6.4,5.1,3,1
PS40224,7.3,8.2,7.0,5.2,7.7,8.3,7.9,6.6,7.3,7.1,7.0,8.0,6.6,6.5,7.7,7.8,8.0,8.0,5.5,7.5,7.9,6.3,6.9,7.0,7.1,8.1,7.0,5.7,6.8,7.4,8.0,7.9,1.0,7.3,,0.78,6.1,5.3,2,0
PS40253,5.8,7.9,6.0,5.5,6.8,7.7,5.9,6.2,6.2,6.2,4.4,4.9,6.2,0.8,5.4,7.0,,5.6,1.5,,,6.8,5.5,,7.0,3.0,5.7,6.6,5.3,5.5,6.8,6.1,1.0,5.8,,0.74,6.2,6.3,3,0
PS40254,6.0,9.1,6.0,5.0,7.3,8.3,8.6,8.3,7.7,7.9,6.7,6.3,6.9,6.3,6.8,7.3,5.3,8.0,6.7,6.0,6.0,6.3,5.8,5.5,6.2,7.0,5.4,5.6,6.3,6.1,7.4,7.5,1.0,6.5,,0.73,5.1,7.3,2,1
PS40292,7.8,9.4,6.3,7.0,7.0,8.4,8.4,8.5,8.0,8.3,9.9,8.5,7.9,7.3,8.7,8.7,6.7,9.0,7.4,7.1,6.7,8.3,7.1,8.1,7.7,7.9,8.5,5.7,6.5,6.6,7.7,7.4,,7.8,,0.74,7.4,6.4,3,0
PS40293,6.0,8.0,7.0,6.2,6.9,7.9,7.0,6.6,6.7,7.0,6.2,7.0,7.8,6.5,7.6,8.5,5.5,6.0,5.4,5.4,6.0,6.2,5.8,5.5,6.1,7.3,5.1,5.3,5.6,6.1,7.8,7.9,1.0,7.3,,0.65,7.0,5.6,3,0
PS40298,7.0,7.0,6.3,6.8,6.9,7.4,6.6,7.6,6.0,6.5,5.6,7.3,6.9,5.7,6.5,6.5,5.0,6.0,6.3,5.7,6.3,6.0,5.5,5.6,6.0,6.5,5.3,5.1,5.6,5.1,6.9,7.4,,6.5,,0.77,7.3,5.5,3,1
PS40305,7.0,8.5,6.8,6.3,7.9,8.3,6.8,6.8,7.0,7.6,6.7,7.4,7.5,5.2,6.3,8.7,5.0,6.8,6.5,5.7,6.2,6.1,5.5,5.3,5.5,7.3,5.2,5.1,5.3,5.3,7.6,7.8,1.0,7.1,,0.78,6.8,7.2,1,1
PS40315,6.3,8.3,8.0,6.5,7.2,7.9,5.9,6.7,7.2,7.6,7.0,7.3,7.5,6.2,6.7,8.0,5.0,7.0,5.2,5.3,5.6,7.0,5.8,5.6,5.7,7.4,5.1,5.0,5.6,6.0,8.0,7.6,1.0,7.3,,0.81,6.9,5.4,3,1
PS40325,9.0,8.9,6.3,6.0,7.5,8.0,7.6,7.3,7.1,6.5,9.3,8.5,8.3,7.6,8.6,8.2,5.7,9.5,7.4,7.3,6.9,9.2,5.8,7.2,7.8,9.4,7.3,6.8,8.5,7.4,7.5,8.1,1.0,8.2,,0.73,6.7,5.2,2,1
PS40328,6.4,8.9,6.5,8.2,7.4,8.7,7.0,7.3,6.7,6.0,8.5,8.9,7.5,8.3,7.5,7.8,8.6,9.2,5.6,7.6,8.2,7.0,7.8,,5.9,7.4,,,,,6.9,6.1,1.0,,,0.41,6.0,4.2,3,1
PS40358,5.8,7.5,7.7,5.8,7.5,6.8,6.0,7.0,5.9,6.1,7.0,6.8,7.1,5.8,7.3,9.2,5.0,5.5,5.5,5.2,6.2,5.5,5.6,5.4,6.8,7.5,5.0,6.4,5.6,5.4,5.7,7.2,1.0,8.0,,0.69,5.8,5.3,3,1
PS40394,7.0,7.5,7.1,6.2,7.3,7.6,7.2,7.3,7.3,7.4,6.9,6.2,6.5,7.4,6.6,8.3,5.5,5.2,5.3,5.0,5.1,5.0,5.7,5.4,6.2,7.2,5.1,5.2,5.4,6.4,6.8,7.1,1.0,7.6,,0.85,5.7,7.4,3,1
PS40403,7.0,8.6,1.0,7.3,7.4,7.9,7.5,8.1,8.3,7.7,7.0,7.4,6.7,,6.9,1.0,,0.5,1.7,,6.7,,,,,,0.6,2.2,,,6.7,,,,,0.71,7.2,7.1,1,1
PS40416,8.0,8.9,6.8,8.3,7.7,7.8,6.3,6.9,6.9,6.6,7.0,7.9,7.8,7.0,7.0,8.5,7.0,6.5,6.7,6.5,7.0,6.5,7.3,7.3,6.6,8.8,7.3,7.3,9.1,7.9,6.8,6.8,1.0,6.8,,0.75,6.1,5.4,3,1
PS40419,9.5,9.1,6.8,6.0,7.4,8.8,6.9,8.2,7.6,7.5,8.4,9.0,8.0,7.7,8.7,9.0,7.5,5.7,7.1,7.3,8.7,8.3,7.9,7.3,8.0,8.5,6.3,6.5,8.1,7.2,8.7,8.1,1.0,7.9,,0.75,6.5,7.4,3,1
PS40423,7.5,8.7,6.2,6.0,7.6,7.4,6.3,6.6,7.4,6.5,6.6,8.0,7.4,6.7,7.7,9.7,5.5,5.7,5.7,6.4,7.7,5.5,6.9,5.6,5.8,7.3,5.1,6.0,6.2,6.3,6.4,7.7,1.0,7.1,,0.73,7.0,6.7,2,1
PS40427,9.0,9.1,6.0,7.0,8.6,8.8,7.3,7.8,6.9,7.4,8.5,7.6,7.8,8.4,8.7,8.0,5.5,5.3,5.8,7.6,6.8,5.4,7.4,6.4,6.8,8.4,7.6,6.8,6.5,7.4,8.7,7.8,1.0,8.3,,0.85,6.0,6.3,2,1
PS40437,9.5,9.2,7.0,7.0,7.8,7.9,7.3,8.0,7.7,6.9,9.2,9.0,8.2,8.6,8.9,9.2,1.0,8.9,8.4,8.0,8.6,9.9,8.2,,8.3,8.6,,,,,6.2,7.8,1.0,,,0.71,6.0,5.6,3,0
PS40445,6.5,8.9,7.0,7.7,7.8,8.6,6.9,7.0,6.6,6.9,6.8,8.0,7.6,7.7,7.9,8.7,6.5,5.8,6.0,5.7,7.5,7.5,7.2,6.6,8.0,7.8,7.0,6.7,8.4,6.6,8.7,7.9,1.0,7.7,,0.66,6.8,5.4,2,0
PS40446,1.0,9.0,6.5,9.2,8.0,8.8,8.0,7.6,6.8,6.8,8.4,7.7,7.7,7.2,6.5,7.3,6.1,7.6,5.6,7.5,6.4,7.9,5.9,6.1,7.6,6.9,6.2,5.7,7.3,7.3,8.8,7.9,1.0,7.6,,0.74,6.6,5.6,1,0
PS40448,1.0,1.0,7.5,9.0,7.3,8.5,*,*,*,8.8,8.9,8.4,8.0,7.9,7.7,8.8,5.5,7.9,5.4,8.0,8.4,1.0,8.8,7.3,7.1,9.4,5.9,7.5,8.4,6.9,7.7,5.8,1.0,8.3,,0.81,6.4,6.0,2,1
PS40463,9.5,9.2,7.8,8.8,7.4,8.6,7.7,8.0,6.8,6.2,7.0,8.6,7.0,6.2,6.9,8.2,5.5,7.2,5.3,6.1,7.2,5.5,5.9,7.1,6.0,6.7,5.1,6.4,5.9,5.7,7.2,7.1,1.0,8.3,,0.67,5.7,6.5,3,0
PS40484,7.5,8.1,6.3,8.2,7.0,7.5,6.6,6.5,6.4,6.2,6.2,7.8,6.6,6.6,6.6,7.3,5.5,6.0,7.3,5.6,6.5,7.0,5.8,5.0,5.4,7.1,5.6,5.6,5.9,5.9,5.6,6.5,1.0,7.4,,0.83,6.0,6.6,3,1
PS40509,9.5,9.5,6.3,8.8,7.5,9.3,7.0,6.8,7.7,7.7,6.9,8.5,7.7,7.8,8.7,8.3,7.5,7.6,7.1,8.6,8.2,8.5,7.9,7.8,7.5,8.3,8.1,7.3,9.0,8.0,8.9,8.4,1.0,7.5,,0.68,5.5,5.4,1,1
PS40510,8.0,8.8,6.5,8.7,7.2,8.2,7.2,7.5,6.0,7.2,6.6,7.6,7.4,6.3,7.1,7.5,5.0,5.5,8.0,6.0,7.4,5.4,6.1,6.0,6.2,7.9,5.6,6.4,6.3,7.4,6.0,6.6,1.0,6.1,,0.82,5.2,6.3,3,0
PS40574,8.7,6.7,7.8,6.8,6.6,7.6,8.2,7.9,7.3,7.4,8.7,7.4,7.2,8.2,9.0,7.8,9.0,8.3,8.1,6.8,6.9,1.0,8.1,6.8,6.3,6.3,8.7,7.3,6.8,8.2,6.4,7.0,1.0,7.6,,0.81,5.3,6.2,3,1
PS40596,5.5,6.8,8.8,5.5,6.0,6.9,5.4,3.4,,,5.6,5.6,5.9,2.2,5.9,8.7,,,1.3,6.1,6.9,1.0,,1.0,3.7,3.1,,,,,,,,,,0.73,5.2,7.0,2,1
PS40613,6.0,8.2,7.7,6.7,8.5,8.2,7.5,7.3,5.9,6.8,8.4,6.6,8.7,7.4,7.2,8.5,9.5,6.3,7.3,6.9,6.7,8.5,8.3,6.0,6.3,6.6,5.1,6.6,5.6,6.2,6.4,6.8,,0.5,,0.34,6.5,4.6,2,1
